Postcode,Suburb,Type,Price,Distance,Rooms,Bathroom,Car,BuildingArea,Landsize,zipcode,rent_price_mean,rent_price_median,rent_price_min,rent_price_max,rent_price_count,rent_rating_mean,rent_rating_median,rent_rating_min,rent_rating_max
3125,Burwood,t,900000.0,11.7,4,3.0,2.0,176.0,381.0,,,,,,,,,,
3125,Burwood,h,1250000.0,11.7,4,2.0,2.0,220.0,499.0,,,,,,,,,,
3125,Burwood,h,1410000.0,11.7,4,2.0,3.0,182.0,739.0,,,,,,,,,,
3125,Burwood,u,800000.0,11.7,4,2.0,1.0,150.0,0.0,,,,,,,,,,
3125,Burwood,t,702000.0,11.7,3,2.0,1.0,106.0,170.0,,,,,,,,,,
3124,Camberwell,h,2650000.0,7.8,4,2.0,1.0,189.0,652.0,,,,,,,,,,
3124,Camberwell,u,729000.0,7.8,2,1.0,1.0,87.0,137.0,,,,,,,,,,
3124,Camberwell,h,2600000.0,7.8,5,4.0,1.0,348.0,708.0,,,,,,,,,,
3124,Camberwell,h,1650000.0,7.8,3,2.0,2.0,189.0,305.0,,,,,,,,,,
3124,Camberwell,u,615000.0,7.8,2,1.0,1.0,68.0,1107.0,,,,,,,,,,
3124,Camberwell,h,1987000.0,7.8,3,2.0,2.0,164.0,706.0,,,,,,,,,,
3124,Camberwell,u,683000.0,7.8,2,1.0,1.0,86.0,146.0,,,,,,,,,,
3124,Camberwell,h,1690000.0,7.8,3,2.0,1.0,154.0,777.0,,,,,,,,,,
3124,Camberwell,u,430000.0,7.8,2,1.0,1.0,56.0,0.0,,,,,,,,,,
3124,Camberwell,h,2600000.0,7.8,4,2.0,2.0,232.0,600.0,,,,,,,,,,
3124,Camberwell,h,2325000.0,7.8,3,2.0,2.0,131.0,1133.0,,,,,,,,,,
3124,Camberwell,u,435000.0,7.8,2,1.0,1.0,77.0,896.0,,,,,,,,,,
3124,Camberwell,t,900400.0,7.8,2,1.0,1.0,111.0,93.0,,,,,,,,,,
3124,Camberwell,h,2000000.0,7.8,3,1.0,2.0,105.0,821.0,,,,,,,,,,
3124,Camberwell,h,1302000.0,7.8,3,1.0,1.0,115.0,427.0,,,,,,,,,,
3124,Camberwell,h,1622000.0,7.8,3,1.0,1.0,160.0,544.0,,,,,,,,,,
3124,Camberwell,u,502000.0,7.8,2,1.0,1.0,77.0,0.0,,,,,,,,,,
3124,Camberwell,u,435000.0,7.8,2,1.0,1.0,77.0,896.0,,,,,,,,,,
3124,Camberwell,u,591000.0,7.8,3,1.0,1.0,89.0,0.0,,,,,,,,,,
3124,Camberwell,h,1780000.0,7.8,3,1.0,1.0,133.0,769.0,,,,,,,,,,
3124,Camberwell,h,2250000.0,7.8,3,2.0,2.0,225.0,656.0,,,,,,,,,,
3124,Camberwell,h,895000.0,7.8,2,1.0,1.0,95.0,424.0,,,,,,,,,,
3124,Camberwell,h,1800000.0,7.8,3,2.0,0.0,213.0,584.0,,,,,,,,,,
3124,Camberwell,u,900000.0,7.8,2,1.0,1.0,88.0,150.0,,,,,,,,,,
3124,Camberwell,h,2700000.0,7.8,5,3.0,2.0,317.0,802.0,,,,,,,,,,
3124,Camberwell,u,530000.0,7.8,2,1.0,1.0,76.0,0.0,,,,,,,,,,
3124,Camberwell,h,2228000.0,7.8,4,2.0,2.0,163.0,813.0,,,,,,,,,,
3124,Camberwell,h,1602500.0,7.8,3,1.0,1.0,102.0,405.0,,,,,,,,,,
3124,Camberwell,h,2177000.0,7.8,3,1.0,2.0,130.0,635.0,,,,,,,,,,
3124,Camberwell,h,3400000.0,7.8,3,2.0,4.0,146.0,877.0,,,,,,,,,,
3124,Camberwell,h,2105000.0,7.8,3,1.0,2.0,164.0,692.0,,,,,,,,,,
3124,Camberwell,t,1625000.0,7.8,3,2.0,2.0,160.0,283.0,,,,,,,,,,
3124,Camberwell,h,3300000.0,7.8,3,3.0,2.0,220.0,417.0,,,,,,,,,,
3124,Camberwell,u,667000.0,7.8,2,1.0,1.0,81.0,83.0,,,,,,,,,,
3124,Camberwell,h,2015000.0,7.8,4,1.0,4.0,145.0,772.0,,,,,,,,,,
3124,Camberwell,u,700000.0,7.8,2,1.0,1.0,75.0,631.0,,,,,,,,,,
3124,Camberwell,h,3225000.0,7.8,4,3.0,1.0,270.0,632.0,,,,,,,,,,
3124,Camberwell,h,3320000.0,7.8,5,4.0,2.0,407.0,741.0,,,,,,,,,,
3124,Camberwell,h,2125000.0,7.8,5,3.0,2.0,282.0,603.0,,,,,,,,,,
3124,Camberwell,h,2030000.0,7.8,4,2.0,2.0,210.0,686.0,,,,,,,,,,
3124,Camberwell,h,2750000.0,7.8,4,3.0,1.0,257.0,0.0,,,,,,,,,,
3124,Camberwell,h,2000000.0,7.8,4,3.0,4.0,271.0,697.0,,,,,,,,,,
3124,Camberwell,h,2740000.0,7.8,5,2.0,2.0,363.0,643.0,,,,,,,,,,
3126,Canterbury,h,2950000.0,9.0,4,2.0,2.0,215.0,687.0,,,,,,,,,,
3126,Canterbury,h,1587500.0,9.0,3,1.0,1.0,130.0,459.0,,,,,,,,,,
3126,Canterbury,t,1550000.0,9.0,4,2.0,4.0,232.0,318.0,,,,,,,,,,
3126,Canterbury,u,830000.0,9.0,2,1.0,1.0,83.0,110.0,,,,,,,,,,
3126,Canterbury,h,2375000.0,9.0,4,2.0,1.0,229.0,653.0,,,,,,,,,,
3126,Canterbury,h,2900000.0,9.0,5,2.0,2.0,297.0,795.0,,,,,,,,,,
3126,Canterbury,h,2200000.0,9.0,3,3.0,2.0,148.0,468.0,,,,,,,,,,
3126,Canterbury,h,2620000.0,9.0,4,1.0,1.0,235.0,717.0,,,,,,,,,,
3126,Canterbury,h,1305000.0,9.0,2,1.0,1.0,104.0,342.0,,,,,,,,,,
3126,Canterbury,h,928000.0,9.0,3,2.0,1.0,140.0,145.0,,,,,,,,,,
3126,Canterbury,h,2930000.0,9.0,5,3.0,4.0,222.0,645.0,,,,,,,,,,
3126,Canterbury,h,2950000.0,9.0,4,2.0,3.0,173.0,812.0,,,,,,,,,,
3126,Canterbury,u,722000.0,9.0,2,1.0,1.0,92.0,0.0,,,,,,,,,,
3126,Canterbury,h,2350000.0,9.0,5,2.0,4.0,282.0,838.0,,,,,,,,,,
3126,Canterbury,h,1640000.0,9.0,3,3.0,2.0,207.0,352.0,,,,,,,,,,
3126,Canterbury,h,1680000.0,9.0,3,2.0,1.0,197.0,325.0,,,,,,,,,,
3126,Canterbury,h,3400000.0,9.0,4,1.0,4.0,411.0,845.0,,,,,,,,,,
3126,Canterbury,h,1850000.0,9.0,3,2.0,2.0,216.0,361.0,,,,,,,,,,
3126,Canterbury,h,3145000.0,9.0,4,2.0,2.0,276.0,796.0,,,,,,,,,,
3054,Carlton North,h,1425000.0,3.2,4,3.0,0.0,130.0,122.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2950000.0,3.2,3,1.0,2.0,164.0,499.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2175000.0,3.2,4,1.0,0.0,163.0,418.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,800000.0,3.2,2,1.0,1.0,104.0,73.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2718000.0,3.2,4,2.0,0.0,142.0,538.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2400000.0,3.2,2,2.0,0.0,172.0,413.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2520000.0,3.2,4,2.0,2.0,168.0,504.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,1955000.0,3.2,3,2.0,1.0,135.0,163.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,2050000.0,3.2,3,2.0,0.0,148.0,84.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,1950000.0,3.2,4,2.0,2.0,162.0,207.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,u,437000.0,3.2,1,1.0,1.0,56.0,0.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,u,520000.0,3.2,2,1.0,1.0,86.0,0.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,u,570000.0,3.2,2,1.0,1.0,76.0,0.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3163,Carnegie,u,820000.0,11.4,3,1.0,2.0,96.0,0.0,,,,,,,,,,
3163,Carnegie,t,795000.0,11.4,2,2.0,1.0,104.0,133.0,,,,,,,,,,
3163,Carnegie,u,600000.0,11.4,2,1.0,1.0,61.0,73.0,,,,,,,,,,
3163,Carnegie,h,1295000.0,11.4,3,1.0,2.0,166.0,425.0,,,,,,,,,,
3163,Carnegie,u,510000.0,11.4,2,1.0,1.0,69.0,0.0,,,,,,,,,,
3163,Carnegie,h,890000.0,11.4,2,1.0,1.0,111.0,282.0,,,,,,,,,,
3163,Carnegie,u,346000.0,11.4,1,1.0,1.0,48.0,60.0,,,,,,,,,,
3163,Carnegie,t,860000.0,11.4,3,2.0,1.0,113.0,1113.0,,,,,,,,,,
3163,Carnegie,u,772000.0,11.4,2,1.0,2.0,100.0,0.0,,,,,,,,,,
3163,Carnegie,h,1506000.0,11.4,4,2.0,2.0,204.0,561.0,,,,,,,,,,
3163,Carnegie,t,675000.0,11.4,3,2.0,1.0,107.0,0.0,,,,,,,,,,
3163,Carnegie,u,525000.0,11.4,2,1.0,2.0,67.0,0.0,,,,,,,,,,
3163,Carnegie,u,290000.0,11.4,1,1.0,1.0,50.0,0.0,,,,,,,,,,
3163,Carnegie,u,360000.0,11.4,2,1.0,1.0,70.0,0.0,,,,,,,,,,
3163,Carnegie,h,967500.0,11.4,2,1.0,2.0,115.0,299.0,,,,,,,,,,
3163,Carnegie,u,330000.0,11.4,1,1.0,1.0,33.0,0.0,,,,,,,,,,
3163,Carnegie,h,1600000.0,11.4,3,2.0,2.0,40.0,751.0,,,,,,,,,,
3163,Carnegie,u,1008000.0,11.4,3,2.0,1.0,130.0,300.0,,,,,,,,,,
3163,Carnegie,u,1170000.0,11.4,3,1.0,2.0,170.0,0.0,,,,,,,,,,
3163,Carnegie,h,1830000.0,11.4,4,2.0,2.0,237.0,687.0,,,,,,,,,,
3163,Carnegie,u,250000.0,11.4,1,1.0,1.0,34.0,0.0,,,,,,,,,,
3163,Carnegie,t,930000.0,11.4,2,2.0,1.0,170.0,166.0,,,,,,,,,,
3163,Carnegie,u,465000.0,11.4,2,1.0,1.0,56.0,0.0,,,,,,,,,,
3163,Carnegie,h,1550000.0,11.4,4,2.0,2.0,133.0,757.0,,,,,,,,,,
3163,Carnegie,t,707000.0,11.4,2,1.0,1.0,96.0,144.0,,,,,,,,,,
3163,Carnegie,u,804000.0,11.4,2,2.0,1.0,86.0,0.0,,,,,,,,,,
3163,Carnegie,h,1501000.0,11.4,4,2.0,1.0,201.0,598.0,,,,,,,,,,
3163,Carnegie,t,970000.0,11.4,3,2.0,2.0,223.0,325.0,,,,,,,,,,
3163,Carnegie,h,817500.0,11.4,2,1.0,1.0,102.0,211.0,,,,,,,,,,
3163,Carnegie,h,1450000.0,11.4,4,2.0,2.0,200.0,557.0,,,,,,,,,,
3163,Carnegie,t,855000.0,11.4,2,1.0,1.0,106.0,158.0,,,,,,,,,,
3163,Carnegie,h,675000.0,11.4,2,1.0,1.0,90.0,0.0,,,,,,,,,,
3163,Carnegie,u,588000.0,11.4,2,1.0,1.0,71.0,133.0,,,,,,,,,,
3163,Carnegie,u,455000.0,11.4,2,1.0,1.0,73.0,0.0,,,,,,,,,,
3163,Carnegie,u,920000.0,11.4,3,2.0,1.0,250.0,283.0,,,,,,,,,,
3163,Carnegie,u,656000.0,11.4,2,1.0,1.0,82.0,103.0,,,,,,,,,,
3163,Carnegie,h,930000.0,11.4,2,1.0,1.0,110.0,264.0,,,,,,,,,,
3163,Carnegie,u,415000.0,11.4,2,1.0,1.0,64.0,0.0,,,,,,,,,,
3163,Carnegie,u,650000.0,11.4,2,1.0,1.0,80.0,174.0,,,,,,,,,,
3163,Carnegie,h,1360000.0,11.4,3,2.0,2.0,182.0,282.0,,,,,,,,,,
3163,Carnegie,h,907000.0,11.4,2,1.0,2.0,2.0,316.0,,,,,,,,,,
3163,Carnegie,u,350000.0,11.4,1,1.0,1.0,53.0,0.0,,,,,,,,,,
3163,Carnegie,h,1430000.0,11.4,3,2.0,2.0,166.0,603.0,,,,,,,,,,
3163,Carnegie,h,1490000.0,11.4,3,2.0,1.0,167.0,371.0,,,,,,,,,,
3163,Carnegie,h,1125000.0,11.4,3,1.0,1.0,120.0,604.0,,,,,,,,,,
3163,Carnegie,u,405000.0,11.4,2,1.0,1.0,72.0,967.0,,,,,,,,,,
3163,Carnegie,h,1655000.0,11.4,4,2.0,2.0,221.0,595.0,,,,,,,,,,
3163,Carnegie,t,808000.0,11.4,3,1.0,1.0,116.0,111.0,,,,,,,,,,
3163,Carnegie,u,370000.0,11.4,2,1.0,1.0,68.0,0.0,,,,,,,,,,
3163,Carnegie,h,1880000.0,11.4,4,2.0,3.0,270.0,932.0,,,,,,,,,,
3163,Carnegie,u,585000.0,11.4,2,1.0,1.0,67.0,108.0,,,,,,,,,,
3163,Carnegie,u,450000.0,11.4,2,1.0,1.0,72.0,0.0,,,,,,,,,,
3163,Carnegie,t,860000.0,11.4,3,1.0,2.0,135.0,277.0,,,,,,,,,,
3163,Carnegie,u,605000.0,11.4,2,1.0,1.0,70.0,0.0,,,,,,,,,,
3163,Carnegie,h,1518000.0,11.4,4,3.0,2.0,275.0,454.0,,,,,,,,,,
3163,Carnegie,u,632500.0,11.4,2,1.0,1.0,98.0,99.0,,,,,,,,,,
3163,Carnegie,u,435000.0,11.4,2,1.0,1.0,60.0,0.0,,,,,,,,,,
3163,Carnegie,u,468250.0,11.4,2,1.0,1.0,75.0,912.0,,,,,,,,,,
3163,Carnegie,h,1716000.0,11.4,3,2.0,1.0,130.0,817.0,,,,,,,,,,
3163,Carnegie,u,365000.0,11.4,1,1.0,1.0,48.0,0.0,,,,,,,,,,
3162,Caulfield,u,722500.0,8.9,2,1.0,1.0,100.0,0.0,,,,,,,,,,
3162,Caulfield,u,550000.0,8.9,2,1.0,1.0,78.0,806.0,,,,,,,,,,
3162,Caulfield,h,131000.0,8.9,4,1.0,2.0,155.0,499.0,,,,,,,,,,
3161,Caulfield North,h,1750000.0,8.1,3,2.0,2.0,313.0,692.0,,,,,,,,,,
3161,Caulfield North,u,580000.0,8.1,2,1.0,1.0,68.0,934.0,,,,,,,,,,
3161,Caulfield North,h,2005000.0,8.1,3,2.0,3.0,237.0,361.0,,,,,,,,,,
3161,Caulfield North,u,420000.0,8.1,2,1.0,1.0,56.0,0.0,,,,,,,,,,
3161,Caulfield North,u,290000.0,8.1,1,1.0,1.0,43.0,952.0,,,,,,,,,,
3161,Caulfield North,u,570000.0,8.1,2,1.0,1.0,67.0,0.0,,,,,,,,,,
3161,Caulfield North,h,1400000.0,8.1,3,1.0,0.0,139.0,270.0,,,,,,,,,,
3161,Caulfield North,u,450000.0,8.1,2,1.0,1.0,63.0,1092.0,,,,,,,,,,
3161,Caulfield North,u,536000.0,8.1,2,1.0,1.0,82.0,771.0,,,,,,,,,,
3161,Caulfield North,u,550000.0,8.1,2,1.0,1.0,67.0,0.0,,,,,,,,,,
3161,Caulfield North,h,2170000.0,8.1,4,2.0,1.0,215.0,810.0,,,,,,,,,,
3162,Caulfield South,h,1577500.0,9.3,3,2.0,2.0,144.0,357.0,,,,,,,,,,
3162,Caulfield South,h,1460000.0,9.3,3,1.0,2.0,121.0,451.0,,,,,,,,,,
3162,Caulfield South,u,275500.0,9.3,1,1.0,1.0,44.0,0.0,,,,,,,,,,
3162,Caulfield South,h,1065000.0,9.3,2,1.0,1.0,114.0,273.0,,,,,,,,,,
3162,Caulfield South,u,599000.0,9.3,3,1.0,1.0,100.0,88.0,,,,,,,,,,
3162,Caulfield South,h,1170000.0,9.3,3,1.0,1.0,120.0,359.0,,,,,,,,,,
3162,Caulfield South,t,1030000.0,9.3,4,2.0,2.0,165.0,216.0,,,,,,,,,,
3162,Caulfield South,h,1225000.0,9.3,2,1.0,2.0,99.0,284.0,,,,,,,,,,
3162,Caulfield South,h,1450000.0,9.3,3,2.0,1.0,120.0,478.0,,,,,,,,,,
3162,Caulfield South,h,1774500.0,9.3,4,2.0,2.0,256.0,575.0,,,,,,,,,,
3162,Caulfield South,u,525500.0,9.3,2,1.0,1.0,80.0,831.0,,,,,,,,,,
3162,Caulfield South,h,825000.0,9.3,2,1.0,1.0,85.0,367.0,,,,,,,,,,
3162,Caulfield South,h,1262000.0,9.3,2,2.0,2.0,272.0,464.0,,,,,,,,,,
3162,Caulfield South,h,1340000.0,9.3,2,1.0,1.0,117.0,505.0,,,,,,,,,,
3162,Caulfield South,h,1200000.0,9.3,3,2.0,2.0,135.0,494.0,,,,,,,,,,
3162,Caulfield South,h,1001000.0,9.3,2,2.0,1.0,85.0,255.0,,,,,,,,,,
3162,Caulfield South,h,1330000.0,9.3,3,1.0,1.0,123.0,312.0,,,,,,,,,,
3162,Caulfield South,h,1570000.0,9.3,4,2.0,2.0,215.0,641.0,,,,,,,,,,
3162,Caulfield South,h,1916000.0,9.3,4,2.0,2.0,205.0,630.0,,,,,,,,,,
3148,Chadstone,h,890000.0,13.6,4,3.0,2.0,158.0,288.0,,,,,,,,,,
3148,Chadstone,u,700000.0,13.6,3,2.0,1.0,94.0,224.0,,,,,,,,,,
3148,Chadstone,t,865000.0,13.6,3,2.0,2.0,143.0,277.0,,,,,,,,,,
3148,Chadstone,t,1042500.0,13.6,4,3.0,2.0,160.0,209.0,,,,,,,,,,
3148,Chadstone,h,1002000.0,13.6,2,1.0,1.0,97.0,585.0,,,,,,,,,,
3148,Chadstone,h,650000.0,13.6,3,2.0,2.0,101.0,160.0,,,,,,,,,,
3148,Chadstone,t,965000.0,13.6,4,3.0,2.0,182.0,273.0,,,,,,,,,,
3148,Chadstone,h,1301000.0,13.6,3,1.0,2.0,88.0,620.0,,,,,,,,,,
3148,Chadstone,h,1415500.0,13.6,4,2.0,1.0,164.0,1033.0,,,,,,,,,,
3148,Chadstone,h,1260000.0,13.6,4,2.0,2.0,277.0,500.0,,,,,,,,,,
3148,Chadstone,h,1000000.0,13.6,3,1.0,2.0,105.0,630.0,,,,,,,,,,
3148,Chadstone,t,845000.0,13.6,3,2.0,1.0,111.0,177.0,,,,,,,,,,
3148,Chadstone,t,881000.0,13.6,4,2.0,1.0,137.0,188.0,,,,,,,,,,
3068,Clifton Hill,h,780000.0,3.4,2,1.0,1.0,85.0,155.0,,,,,,,,,,
3068,Clifton Hill,h,1060000.0,3.4,3,1.0,0.0,98.0,193.0,,,,,,,,,,
3068,Clifton Hill,t,930000.0,3.4,3,2.0,1.0,116.0,124.0,,,,,,,,,,
3068,Clifton Hill,h,1075000.0,3.4,2,1.0,1.0,85.0,174.0,,,,,,,,,,
3068,Clifton Hill,h,1105000.0,3.4,2,1.0,1.0,84.0,185.0,,,,,,,,,,
3068,Clifton Hill,h,1209000.0,3.4,2,1.0,1.0,97.0,140.0,,,,,,,,,,
3068,Clifton Hill,h,3010000.0,3.4,4,3.0,2.0,250.0,382.0,,,,,,,,,,
3068,Clifton Hill,h,1435000.0,3.4,2,1.0,2.0,96.0,239.0,,,,,,,,,,
3068,Clifton Hill,h,1290000.0,3.4,2,1.0,0.0,99.0,164.0,,,,,,,,,,
3068,Clifton Hill,u,495000.0,3.4,2,1.0,1.0,50.0,515.0,,,,,,,,,,
3068,Clifton Hill,h,1370000.0,3.4,3,2.0,1.0,135.0,176.0,,,,,,,,,,
3068,Clifton Hill,h,1450000.0,3.4,2,1.0,0.0,107.0,156.0,,,,,,,,,,
3068,Clifton Hill,u,885500.0,3.4,2,2.0,2.0,136.0,0.0,,,,,,,,,,
3068,Clifton Hill,t,825000.0,3.4,3,3.0,1.0,119.0,67.0,,,,,,,,,,
3068,Clifton Hill,h,1506000.0,3.4,4,2.0,0.0,169.0,162.0,,,,,,,,,,
3068,Clifton Hill,h,1360000.0,3.4,3,1.0,0.0,118.0,118.0,,,,,,,,,,
3058,Coburg,h,850000.0,7.8,2,1.0,1.0,93.0,371.0,,,,,,,,,,
3058,Coburg,h,784000.0,7.8,3,1.0,1.0,110.0,286.0,,,,,,,,,,
3058,Coburg,h,680000.0,7.8,3,1.0,0.0,108.0,702.0,,,,,,,,,,
3058,Coburg,t,807000.0,7.8,2,2.0,1.0,176.0,0.0,,,,,,,,,,
3058,Coburg,h,675000.0,7.8,3,1.0,2.0,123.0,142.0,,,,,,,,,,
3058,Coburg,h,1010000.0,7.8,3,2.0,1.0,278.0,278.0,,,,,,,,,,
3058,Coburg,h,1202000.0,7.8,3,2.0,2.0,140.0,423.0,,,,,,,,,,
3058,Coburg,h,1370000.0,7.8,3,1.0,1.0,180.0,233.0,,,,,,,,,,
3058,Coburg,h,1000000.0,7.8,3,2.0,3.0,110.0,370.0,,,,,,,,,,
3058,Coburg,h,145000.0,7.8,4,1.0,1.0,164.0,536.0,,,,,,,,,,
3058,Coburg,h,860000.0,7.8,3,1.0,1.0,109.0,283.0,,,,,,,,,,
3058,Coburg,h,953000.0,7.8,2,1.0,1.0,101.0,170.0,,,,,,,,,,
3058,Coburg,h,735000.0,7.8,2,1.0,1.0,93.0,280.0,,,,,,,,,,
3058,Coburg,t,550000.0,7.8,3,2.0,2.0,168.0,0.0,,,,,,,,,,
3058,Coburg,h,947000.0,7.8,3,1.0,1.0,125.0,372.0,,,,,,,,,,
3058,Coburg,u,500000.0,7.8,2,1.0,1.0,74.0,0.0,,,,,,,,,,
3058,Coburg,u,466000.0,7.8,2,1.0,1.0,62.0,0.0,,,,,,,,,,
3058,Coburg,t,740000.0,7.8,3,2.0,1.0,164.0,255.0,,,,,,,,,,
3058,Coburg,h,812000.0,7.8,3,1.0,1.0,130.0,370.0,,,,,,,,,,
3058,Coburg,h,766000.0,7.8,3,1.0,0.0,124.0,378.0,,,,,,,,,,
3058,Coburg,h,825000.0,7.8,3,1.0,1.0,118.0,374.0,,,,,,,,,,
3058,Coburg,h,1131000.0,7.8,4,2.0,2.0,300.0,494.0,,,,,,,,,,
3058,Coburg,h,1064000.0,7.8,3,2.0,1.0,178.0,417.0,,,,,,,,,,
3058,Coburg,h,1210000.0,7.8,3,1.0,1.0,125.0,379.0,,,,,,,,,,
3058,Coburg,u,434000.0,7.8,2,1.0,1.0,80.0,0.0,,,,,,,,,,
3058,Coburg,u,653000.0,7.8,2,1.0,1.0,107.0,129.0,,,,,,,,,,
3058,Coburg,t,640000.0,7.8,3,1.0,2.0,109.0,119.0,,,,,,,,,,
3058,Coburg,h,1130000.0,7.8,3,1.0,2.0,127.0,735.0,,,,,,,,,,
3058,Coburg,h,763000.0,7.8,3,2.0,1.0,110.0,107.0,,,,,,,,,,
3058,Coburg,h,903000.0,7.8,2,1.0,1.0,94.0,253.0,,,,,,,,,,
3058,Coburg,h,1000000.0,7.8,3,1.0,1.0,117.0,431.0,,,,,,,,,,
3058,Coburg,h,1742000.0,7.8,4,2.0,4.0,256.0,482.0,,,,,,,,,,
3058,Coburg,h,865000.0,7.8,4,1.0,1.0,125.0,452.0,,,,,,,,,,
3058,Coburg,u,485000.0,7.8,2,2.0,1.0,96.0,0.0,,,,,,,,,,
3058,Coburg,h,1278000.0,7.8,3,2.0,3.0,156.0,405.0,,,,,,,,,,
3058,Coburg,t,590000.0,7.8,3,2.0,2.0,109.0,0.0,,,,,,,,,,
3058,Coburg,t,590000.0,7.8,3,2.0,2.0,168.0,0.0,,,,,,,,,,
3058,Coburg,h,1136000.0,7.8,4,3.0,1.0,146.0,420.0,,,,,,,,,,
3058,Coburg,t,635000.0,7.8,2,1.0,1.0,95.0,97.0,,,,,,,,,,
3058,Coburg,h,1400000.0,7.8,4,1.0,1.0,189.0,856.0,,,,,,,,,,
3058,Coburg,h,1260000.0,7.8,3,2.0,0.0,230.0,407.0,,,,,,,,,,
3058,Coburg,h,841000.0,7.8,3,1.0,3.0,98.0,385.0,,,,,,,,,,
3058,Coburg,u,537500.0,7.8,2,1.0,1.0,73.0,0.0,,,,,,,,,,
3058,Coburg,t,598000.0,7.8,2,1.0,1.0,100.0,108.0,,,,,,,,,,
3058,Coburg,h,1120000.0,7.8,3,2.0,1.0,180.0,293.0,,,,,,,,,,
3058,Coburg,h,870000.0,7.8,3,1.0,1.0,100.0,371.0,,,,,,,,,,
3058,Coburg,h,680000.0,7.8,3,1.0,2.0,72.0,462.0,,,,,,,,,,
3058,Coburg,h,825000.0,7.8,3,1.0,2.0,131.0,577.0,,,,,,,,,,
3058,Coburg,h,725000.0,7.8,3,1.0,0.0,131.0,238.0,,,,,,,,,,
3058,Coburg,h,1250000.0,7.8,4,3.0,1.0,249.0,515.0,,,,,,,,,,
3058,Coburg,h,1008000.0,7.8,2,1.0,3.0,89.0,457.0,,,,,,,,,,
3058,Coburg,h,990000.0,7.8,4,1.0,1.0,142.0,488.0,,,,,,,,,,
3058,Coburg,u,451000.0,7.8,2,1.0,1.0,72.0,0.0,,,,,,,,,,
3058,Coburg,h,635000.0,7.8,2,2.0,3.0,149.0,339.0,,,,,,,,,,
3058,Coburg,h,1020000.0,7.8,5,2.0,4.0,286.0,381.0,,,,,,,,,,
3058,Coburg,h,1025000.0,7.8,3,1.0,3.0,112.0,336.0,,,,,,,,,,
3058,Coburg,h,700000.0,7.8,3,1.0,1.0,102.0,138.0,,,,,,,,,,
3058,Coburg,h,1130000.0,7.8,3,1.0,3.0,80.0,206.0,,,,,,,,,,
3058,Coburg,h,1075000.0,7.8,4,1.0,4.0,187.0,531.0,,,,,,,,,,
3058,Coburg,t,600000.0,7.8,3,1.0,1.0,95.0,102.0,,,,,,,,,,
3058,Coburg,h,1150000.0,7.8,4,2.0,2.0,205.0,43.0,,,,,,,,,,
3058,Coburg,u,515000.0,7.8,2,1.0,2.0,70.0,0.0,,,,,,,,,,
3058,Coburg,h,472000.0,7.8,2,1.0,1.0,69.0,500.0,,,,,,,,,,
3058,Coburg,h,901000.0,7.8,2,1.0,1.0,107.0,545.0,,,,,,,,,,
3058,Coburg,h,605000.0,7.8,2,1.0,1.0,13.0,0.0,,,,,,,,,,
3058,Coburg,t,687000.0,7.8,3,1.0,1.0,140.0,116.0,,,,,,,,,,
3058,Coburg,h,975000.0,7.8,4,2.0,2.0,203.0,307.0,,,,,,,,,,
3058,Coburg,h,1370000.0,7.8,3,1.0,1.0,130.0,563.0,,,,,,,,,,
3058,Coburg,h,700000.0,7.8,2,1.0,2.0,92.0,381.0,,,,,,,,,,
3058,Coburg,t,810000.0,7.8,3,2.0,1.0,131.0,213.0,,,,,,,,,,
3058,Coburg,h,838000.0,7.8,4,1.0,1.0,147.0,576.0,,,,,,,,,,
3058,Coburg,h,1150000.0,7.8,4,1.0,2.0,164.0,633.0,,,,,,,,,,
3058,Coburg,h,931000.0,7.8,4,1.0,1.0,160.0,412.0,,,,,,,,,,
3058,Coburg,u,241000.0,7.8,1,1.0,1.0,62.0,0.0,,,,,,,,,,
